timestamp,action,goal,time_delta,correct,voltage,current,power,cumpower
1509546526.182071,['SideStep'],squatturnclap,1.130845069885254,False,1,2,3,4
1509546526.9404986,['SideStep'],squatturnclap,1.889272689819336,False,1,2,3,4
1509546527.7417479,['SideStep'],squatturnclap,2.6905219554901123,False,1,2,3,4
1509546528.5978866,['FrontBack'],squatturnclap,3.5466606616973877,False,1,2,3,4
1509546529.3626199,['SideStep'],squatturnclap,4.311393976211548,False,1,2,3,4
1509546530.0981934,['SideStep'],squatturnclap,5.046967506408691,False,1,2,3,4
1509546530.8728895,['SideStep'],squatturnclap,5.8216636180877686,False,1,2,3,4
1509546531.6120234,['SideStep'],squatturnclap,6.560797452926636,False,1,2,3,4
1509546532.3672123,['SideStep'],squatturnclap,7.315986394882202,False,1,2,3,4
1509546533.1044147,['SideStep'],squatturnclap,8.053188800811768,False,1,2,3,4
1509546533.8817544,['SideStep'],squatturnclap,8.830528497695923,False,1,2,3,4
1509546534.6116738,['FrontBack'],squatturnclap,9.560447931289673,False,1,2,3,4
1509546535.3447783,['FrontBack'],squatturnclap,10.29355239868164,False,1,2,3,4
1509546536.0767536,['FrontBack'],squatturnclap,11.025527715682983,False,1,2,3,4
1509546536.863828,['FrontBack'],squatturnclap,11.812602043151855,False,1,2,3,4
1509546537.6230195,['SideStep'],squatturnclap,12.571793556213379,False,1,2,3,4
1509546538.4322515,['SideStep'],squatturnclap,13.381025552749634,False,1,2,3,4
1509546539.2212393,['FrontBack'],squatturnclap,14.170013427734375,False,1,2,3,4
1509546539.960378,['SideStep'],squatturnclap,14.909152030944824,False,1,2,3,4
1509546540.6999428,['FrontBack'],squatturnclap,15.648716926574707,False,1,2,3,4
1509546541.4323144,['SideStep'],squatturnclap,16.381088495254517,False,1,2,3,4
1509546542.2040598,['SideStep'],squatturnclap,17.152833938598633,False,1,2,3,4
1509546542.9359655,['FrontBack'],squatturnclap,17.884739637374878,False,1,2,3,4
1509546543.744984,['SideStep'],squatturnclap,18.693758010864258,False,1,2,3,4
1509546544.507171,['SideStep'],squatturnclap,19.455945014953613,False,1,2,3,4
1509546545.2486224,['FrontBack'],squatturnclap,20.197396516799927,False,1,2,3,4
1509546546.0321686,['SideStep'],squatturnclap,20.980942726135254,False,1,2,3,4
1509546546.7800446,['FrontBack'],squatturnclap,21.728818655014038,False,1,2,3,4
1509546547.5618212,['SideStep'],squatturnclap,22.510595321655273,False,1,2,3,4
1509546548.4618058,['SideStep'],squatturnclap,23.410579919815063,False,1,2,3,4
1509546549.0503407,['FrontBack'],squatturnclap,23.999114751815796,False,1,2,3,4
1509546549.8796513,['SideStep'],squatturnclap,24.828425407409668,False,1,2,3,4
1509546550.6692696,['SideStep'],squatturnclap,25.618043661117554,False,1,2,3,4
1509546551.4538426,['BusDriver'],squatturnclap,26.40261673927307,False,1,2,3,4
1509546552.2526646,['BusDriver'],squatturnclap,27.201438665390015,False,1,2,3,4
1509546552.9810674,['BusDriver'],squatturnclap,27.9298415184021,False,1,2,3,4
1509546553.7584703,['BusDriver'],squatturnclap,28.707244396209717,False,1,2,3,4
1509546554.5122745,['SideStep'],squatturnclap,29.46104860305786,False,1,2,3,4
1509546555.2543747,['SideStep'],squatturnclap,30.20314884185791,False,1,2,3,4
1509546556.0571868,['SideStep'],squatturnclap,31.005960941314697,False,1,2,3,4
1509546556.8472118,['SideStep'],squatturnclap,31.79598593711853,False,1,2,3,4
1509546557.6371636,['SideStep'],squatturnclap,32.58593773841858,False,1,2,3,4
1509546558.7014463,['SideStep'],squatturnclap,33.65022039413452,False,1,2,3,4
1509546559.2889924,['SideStep'],squatturnclap,34.23776650428772,False,1,2,3,4
1509546559.9270802,['FrontBack'],squatturnclap,34.87585425376892,False,1,2,3,4
1509546560.6474226,['BusDriver'],squatturnclap,35.59619665145874,False,1,2,3,4
1509546561.4364645,['WaveHands'],squatturnclap,36.38523864746094,False,1,2,3,4
1509546562.2315888,['WaveHands'],squatturnclap,37.180362939834595,False,1,2,3,4
1509546563.0478244,['WaveHands'],squatturnclap,37.99659848213196,False,1,2,3,4
1509546563.844876,['WaveHands'],squatturnclap,38.79365015029907,False,1,2,3,4
1509546564.6556246,['WaveHands'],squatturnclap,39.60439872741699,False,1,2,3,4
1509546565.4722385,['WaveHands'],squatturnclap,40.42101263999939,False,1,2,3,4
1509546566.2948065,['WaveHands'],squatturnclap,41.24358057975769,False,1,2,3,4
1509546567.223634,['BusDriver'],squatturnclap,42.17240810394287,False,1,2,3,4
1509546567.9890602,['BusDriver'],squatturnclap,42.9378342628479,False,1,2,3,4
1509546568.7159424,['BusDriver'],squatturnclap,43.664716482162476,False,1,2,3,4
1509546569.5609133,['BusDriver'],squatturnclap,44.509687423706055,False,1,2,3,4
1509546570.3566718,['BusDriver'],squatturnclap,45.30544590950012,False,1,2,3,4
1509546571.1605327,['BusDriver'],squatturnclap,46.10930681228638,False,1,2,3,4
1509546571.965805,['BusDriver'],squatturnclap,46.91457915306091,False,1,2,3,4
1509546572.7388887,['FrontBack'],squatturnclap,47.687662839889526,False,1,2,3,4
1509546573.5695283,['SideStep'],squatturnclap,48.51830244064331,False,1,2,3,4
1509546574.3971407,['Standing'],squatturnclap,49.34591484069824,False,1,2,3,4
1509546575.2239926,['Standing'],squatturnclap,50.17276668548584,False,1,2,3,4
1509546575.9931545,['Standing'],squatturnclap,50.94192862510681,False,1,2,3,4
1509546576.8241045,['Standing'],squatturnclap,51.772878646850586,False,1,2,3,4
1509546577.64638,['Standing'],squatturnclap,52.59515404701233,False,1,2,3,4
1509546578.566948,['Standing'],squatturnclap,53.515722036361694,False,1,2,3,4
1509546579.335512,['Standing'],squatturnclap,54.28428602218628,False,1,2,3,4
1509546580.0978367,['Standing'],squatturnclap,55.046610832214355,False,1,2,3,4
1509546580.9069145,['Standing'],squatturnclap,55.85568857192993,False,1,2,3,4
1509546581.7319474,['FrontBack'],squatturnclap,56.68072152137756,False,1,2,3,4
1509546582.5399537,['FrontBack'],squatturnclap,57.48872780799866,False,1,2,3,4
1509546583.2939386,['FrontBack'],squatturnclap,58.24271273612976,False,1,2,3,4
1509546584.0663614,['FrontBack'],squatturnclap,59.015135526657104,False,1,2,3,4
1509546584.8678975,['FrontBack'],squatturnclap,59.81667160987854,False,1,2,3,4
1509546585.6344686,['FrontBack'],busdriver,0.576815128326416,False,1,2,3,4
1509546586.382244,['FrontBack'],busdriver,1.3245906829833984,False,1,2,3,4
1509546587.2001774,['FrontBack'],busdriver,2.142524003982544,False,1,2,3,4
1509546587.9305413,['SideStep'],busdriver,2.8728878498077393,False,1,2,3,4
1509546588.7769516,['SideStep'],busdriver,3.7192981243133545,False,1,2,3,4
1509546589.4159315,['SideStep'],busdriver,4.358278036117554,False,1,2,3,4
1509546590.1388514,['SideStep'],busdriver,5.08119797706604,False,1,2,3,4
1509546590.8973114,['SideStep'],busdriver,5.83965802192688,False,1,2,3,4
1509546591.7328587,['SideStep'],busdriver,6.675205230712891,False,1,2,3,4
1509546592.5594041,['SideStep'],busdriver,7.501750707626343,False,1,2,3,4
1509546593.3704433,['SideStep'],busdriver,8.312789916992188,False,1,2,3,4
1509546594.128366,['SideStep'],busdriver,9.070712566375732,False,1,2,3,4
1509546594.9763453,['SideStep'],busdriver,9.918691873550415,False,1,2,3,4
1509546595.798082,['SideStep'],busdriver,10.740428686141968,False,1,2,3,4
1509546596.6133752,['FrontBack'],busdriver,11.555721759796143,False,1,2,3,4
1509546597.3766527,['SideStep'],busdriver,12.318999290466309,False,1,2,3,4
1509546598.2169394,['FrontBack'],busdriver,13.15928602218628,False,1,2,3,4
1509546598.980994,['SideStep'],busdriver,13.923340559005737,False,1,2,3,4
1509546599.658711,['FrontBack'],busdriver,14.601057529449463,False,1,2,3,4
1509546600.4754295,['SideStep'],busdriver,15.417776107788086,False,1,2,3,4
1509546601.2598479,['SideStep'],busdriver,16.202194452285767,False,1,2,3,4
1509546602.0172713,['SideStep'],busdriver,16.959617853164673,False,1,2,3,4
1509546602.743627,['FrontBack'],busdriver,17.685973644256592,False,1,2,3,4
1509546603.472746,['FrontBack'],busdriver,18.41509246826172,False,1,2,3,4
1509546604.2009869,['FrontBack'],busdriver,19.143333435058594,False,1,2,3,4
1509546604.9728982,['FrontBack'],busdriver,19.915244817733765,False,1,2,3,4
1509546605.7644153,['SideStep'],busdriver,20.706761837005615,False,1,2,3,4
1509546606.5539427,['SideStep'],busdriver,21.496289253234863,False,1,2,3,4
1509546607.3110569,['FrontBack'],busdriver,22.253403425216675,False,1,2,3,4
1509546608.0680058,['SideStep'],busdriver,23.01035237312317,False,1,2,3,4
1509546608.7995274,['SideStep'],busdriver,23.74187397956848,False,1,2,3,4
1509546609.530283,['SideStep'],busdriver,24.47262954711914,False,1,2,3,4
1509546610.2945054,['SideStep'],busdriver,25.236851930618286,False,1,2,3,4
1509546611.015006,['SideStep'],busdriver,25.95735263824463,False,1,2,3,4
1509546611.7484183,['FrontBack'],busdriver,26.690764904022217,False,1,2,3,4
1509546612.4872944,['SideStep'],busdriver,27.429641008377075,False,1,2,3,4
1509546613.2660096,['FrontBack'],busdriver,28.208356142044067,False,1,2,3,4
1509546614.0439723,['FrontBack'],busdriver,28.986318826675415,False,1,2,3,4
1509546614.8259728,['FrontBack'],busdriver,29.768319368362427,False,1,2,3,4
1509546615.6050866,['SideStep'],busdriver,30.547433137893677,False,1,2,3,4
1509546616.365986,['SideStep'],busdriver,31.308332681655884,False,1,2,3,4
1509546617.1028132,['FrontBack'],busdriver,32.04515981674194,False,1,2,3,4
1509546617.8532946,['FrontBack'],busdriver,32.79564118385315,False,1,2,3,4
1509546618.697587,['Standing'],busdriver,33.639933586120605,False,1,2,3,4
1509546619.4829917,['FrontBack'],busdriver,34.42533826828003,False,1,2,3,4
1509546620.2265248,['FrontBack'],busdriver,35.16887140274048,False,1,2,3,4
1509546620.995081,['FrontBack'],busdriver,35.93742752075195,False,1,2,3,4
1509546621.765463,['FrontBack'],busdriver,36.70780968666077,False,1,2,3,4
1509546622.5449936,['FrontBack'],busdriver,37.487340211868286,False,1,2,3,4
1509546623.318273,['FrontBack'],busdriver,38.26061964035034,False,1,2,3,4
1509546624.0490925,['BusDriver'],busdriver,38.9914391040802,False,1,2,3,4
1509546624.7952855,['FrontBack'],busdriver,39.737632036209106,False,1,2,3,4
1509546625.6054745,['FrontBack'],busdriver,40.547821044921875,False,1,2,3,4
1509546626.4021916,['BusDriver'],busdriver,41.34453821182251,False,1,2,3,4
